customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AverageMonthlyCharge
6518-PPLMZ,Male,0,Yes,Yes,0.8400143297628127,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,-1.5076384890696393,1110.35,No,0.3660377358490566
4939-KYYPY,Male,0,No,No,-0.21871512695797646,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,-0.17653909193657447,1611.65,No,2.201851851851852
8017-LXHFA,Female,1,No,No,-0.38159658183809786,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.9966895901807084,2293.6,Yes,4.119565217391305
5930-GBIWP,Male,0,No,No,1.4915401492832983,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),0.5563133851366857,5553.25,No,1.181159420289855
6022-KOUQO,Female,0,Yes,Yes,-1.2367242199587352,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),-1.1869116680375775,44.75,No,14.525
6352-TWCAU,Female,0,No,No,0.10704778280226633,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.720831288153132,3029.1,Yes,2.47
2361-UPSND,Female,0,Yes,No,0.5549717837226001,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,0.19404163910047073,3231.05,No,1.534782608695652
6035-RIIOM,Female,0,No,No,0.880734693482843,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),1.0781176431888486,5129.45,No,1.8
2929-QNSRW,Female,0,Yes,No,0.9621754209229036,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,1.113015380192337,5508.35,Yes,1.7544642857142858
1262-OPMFY,Female,0,Yes,No,-0.9516816739185228,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.3652067301175816,655.9,Yes,8.416666666666666
9504-DSHWM,Male,0,No,No,-0.5037576729981889,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),-0.18484807693740507,1191.2,No,2.96
5035-BVCXS,Male,0,No,No,-0.8702409464784621,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,0.37019212111808014,866.4,No,6.9
6267-DCFFZ,Female,1,Yes,No,-0.0965540357978854,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.8404806721650927,2627.2,No,3.0016666666666665
3533-UVMOM,Male,0,Yes,No,1.4508197855632678,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),0.20567421810163386,4741.45,No,1.0433823529411765
2439-LYPMQ,Male,1,Yes,No,0.22920887396235737,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.2575917192067896,4009.2,No,2.6999999999999997
4248-QPAVC,Female,1,Yes,No,-0.62591876415828,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.684271754149477,1463.45,Yes,5.020588235294118
1899-VXWXM,Male,0,No,No,0.6364125111626608,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),1.3739175092184182,5082.8,Yes,2.2104166666666667
1478-VPOAD,Female,0,No,No,-1.2774445836787656,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,-0.6966815529885713,43.8,No,43.8
9995-HOTOH,Male,0,Yes,Yes,1.247217966963116,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,-0.19149526493806968,3707.6,No,0.9365079365079365
2988-PLAHS,Female,0,No,No,-1.1960038562387048,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,0.1724382780983114,220.45,No,23.316666666666666
1371-OJCEK,Female,0,No,No,0.6364125111626608,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),-1.343120586053193,1133.7,No,0.5072916666666667
4999-IEZLT,Male,0,No,No,1.369379058123207,No,No phone service,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),-1.1736172920362484,1983.15,No,0.4462121212121212
8883-ANODQ,Female,0,Yes,Yes,1.4508197855632678,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),0.6526976111463211,5746.75,No,1.2411764705882353
4690-LLKUA,Male,1,No,No,-0.62591876415828,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-0.6551366279844181,770.6,Yes,2.65
2351-RRBUE,Female,0,Yes,Yes,-1.0331224013585834,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.4660935640654862,134.05,No,2.9499999999999997
5980-BDHPY,Male,0,Yes,No,1.6137012404433893,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.7424346491552913,6230.1,No,1.2097222222222221
1498-DQNRX,Female,0,Yes,No,-0.13727439951791576,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.4926823160681442,573.05,No,0.6844827586206897
9469-WEJBT,Male,0,Yes,No,0.18848851024232702,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,0.8504514541660894,3419.3,No,2.441891891891892
3331-HQDTW,Female,0,No,No,0.06632741908223598,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,1.4968904872307114,3587.25,Yes,3.2294117647058824
9490-DFPMD,Female,1,No,No,0.3920903288424788,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.6610065961471517,3541.35,Yes,2.0154761904761904
2581-VKIRT,Female,0,Yes,Yes,1.0843365120829946,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,0.02453834508352634,3801.3,No,1.1101694915254237
5442-XSDCW,Male,0,Yes,Yes,-0.8702409464784621,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0.4898415051300408,868.5,Yes,7.2272727272727275
7426-WEIJX,Male,1,Yes,Yes,1.125056875803025,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5380336181348585,4859.1,No,1.3491666666666666
2851-MMUTZ,Female,0,No,No,-0.21871512695797646,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,-0.28621769394753876,1439.35,No,2.0796296296296295
3049-NDXFL,Female,0,No,No,-1.2774445836787656,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,0.6992279271509723,85.8,Yes,85.8
8580-AECUZ,Male,1,No,No,-1.2774445836787656,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.47654712912871167,79.1,Yes,79.1
3307-TLCUD,Male,0,Yes,No,-0.62591876415828,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,-1.0090993890198023,592.75,No,2.023529411764706
6625-FLENO,Male,0,Yes,No,1.0436161483629645,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.462769970065154,1185.95,No,0.3577586206896552
2967-MXRAV,Male,0,Yes,Yes,-1.2774445836787656,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.5275800530716328,18.8,No,18.8
7963-GQRMY,Female,0,Yes,Yes,-1.1960038562387048,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,-0.6800635829869099,134.5,Yes,14.766666666666666
8189-HBVRW,Female,0,No,No,0.8400143297628127,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,0.8654076271675846,4921.2,No,1.7132075471698112
4163-KIUHY,Male,0,No,No,0.10704778280226633,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,-1.3015756610490399,901.25,No,0.7314285714285714
1228-FZFRV,Male,0,Yes,Yes,0.7178532386027215,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),1.3689321182179202,5341.8,Yes,2.119
3500-NSDOA,Male,0,Yes,Yes,1.4508197855632678,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),0.2006888271011353,4859.95,No,1.0411764705882351
1171-TYKUR,Male,0,Yes,No,0.5956921474426305,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,-1.3082228490497045,1139.2,No,0.5404255319148936
3761-FLYZI,Female,1,Yes,No,1.3286586944031769,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1.463654547227389,7082.45,No,1.6738461538461538
2058-DCJBE,Male,0,No,No,-1.1145631287986442,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.1657910900976468,324.6,Yes,13.95
5364-XYIRR,Male,0,Yes,No,0.758573602322752,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.9933659961803764,4812.75,Yes,1.8558823529411765
4829-AUOAX,Female,0,No,No,0.5549717837226001,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),1.0398963121850275,4399.5,Yes,2.0880434782608694
1219-NNDDO,Female,0,No,No,-0.9516816739185228,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.4017662641212361,663.55,No,8.538888888888888
8388-DMKAE,Female,0,No,No,-0.9924020376385531,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.479387940066815,174.65,No,2.53125
4403-BWPAY,Male,0,No,No,-0.748079855318371,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),-1.328164413051698,321.7,No,1.7714285714285716
9659-QEQSY,Female,0,No,No,0.5142514200025698,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.6913207362501481,5125.5,No,2.5700000000000003
5405-ZMYXQ,Female,0,No,No,-0.9924020376385531,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.32698539911376057,548.9,No,9.325
5047-LHVLY,Male,1,No,Yes,-1.2774445836787656,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,-0.4856333339674735,50.15,Yes,50.15
1442-OKRJE,Male,0,Yes,Yes,1.369379058123207,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),1.2758714862086173,7031.3,No,1.562878787878788
4737-AQCPU,Male,0,Yes,Yes,1.6137012404433893,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),0.2438955491054544,5016.65,No,1.0013888888888889
9158-VCTQB,Female,0,Yes,No,0.35136996512244845,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1.6231870592433366,4594.95,Yes,2.770731707317073
2808-CHTDM,Female,0,Yes,Yes,-0.38159658183809786,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.3181936310507012,611.45,No,1.091304347826087
6311-UEUME,Female,0,No,No,-0.13727439951791576,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.46989994112804756,2384.15,Yes,2.720689655172414
0793-TWELN,Female,0,No,No,-1.1552834925186746,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5114448661322006,319.85,No,20.0375
3283-WCWXT,Male,0,Yes,Yes,-1.0738427650786138,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.3082228490497045,153.3,No,4.233333333333333
1060-ENTOF,Female,1,Yes,No,1.4100994218432374,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),1.3506523512160928,7035.6,No,1.573134328358209
0999-QXNSA,Male,1,No,Yes,-1.0331224013585834,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,-0.6318714699820923,344.2,No,6.535714285714286
5451-MHQOF,Male,0,Yes,Yes,0.9621754209229036,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,-1.3397969920528607,1431.65,No,0.43660714285714286
4836-WNFNO,Female,0,Yes,No,1.6137012404433893,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.3215172250510334,1849.2,No,0.3472222222222222
9225-BZLNZ,Male,0,Yes,No,1.6137012404433893,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,0.6809481601491449,6083.1,No,1.1840277777777777
0354-VXMJC,Male,0,Yes,Yes,-0.38159658183809786,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.5009913010689746,426.65,No,0.8521739130434783
4422-QVIJA,Female,0,No,Yes,0.10704778280226633,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,-0.4856333339674735,1655.35,No,1.4328571428571428
9365-SRSZE,Male,1,Yes,No,-0.21871512695797646,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.19237984210030468,1943.9,No,2.6129629629629627
6839-ITVZJ,Female,0,Yes,Yes,-0.2594354906780068,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,-0.15659752793458118,1616.15,Yes,2.3096153846153844
8332-OSJDW,Male,0,Yes,Yes,-0.8295205827584317,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.2749869090463821,314.95,No,2.1999999999999997
4735-BJKOU,Female,0,No,No,0.3106496014024181,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.4827115340671475,804.85,No,0.5037499999999999
0274-JKUJR,Male,0,Yes,Yes,-1.0331224013585834,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,-0.196480655938568,465.7,No,8.407142857142857
5740-YHGTW,Male,0,Yes,Yes,1.5322605130033284,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),1.0897502221900113,6669.05,No,1.3935714285714285
8917-SZTTJ,Male,0,Yes,Yes,1.125056875803025,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.4993295040688086,1161.75,No,0.32749999999999996
1696-MZVAU,Male,0,Yes,Yes,0.26992923768238775,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),-1.3132082400502028,947.75,No,0.6474358974358975
7359-WWYJV,Male,0,Yes,No,1.6137012404433893,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),1.651437608246161,8375.05,No,1.5895833333333333
0375-HVGXO,Female,0,No,No,-1.2774445836787656,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,-0.9991286070188055,34.7,Yes,34.7
4906-ZHGPK,Male,0,Yes,Yes,0.880734693482843,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,0.19736523310080326,3770.0,No,1.3092592592592593
8593-WHYHV,Male,0,No,No,-1.1960038562387048,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.682609957149311,264.8,Yes,28.433333333333334
3795-GWTRD,Female,0,Yes,Yes,1.247217966963116,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),0.358559542116917,4707.85,No,1.1992063492063492
1298-PHBTI,Male,0,Yes,Yes,1.5729808767233588,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,0.6659919871476498,6152.4,No,1.1943661971830986
6223-DHJGV,Female,0,No,No,0.3920903288424788,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,-1.4660935640654862,958.1,No,0.49166666666666664
6961-MJKBO,Male,0,No,No,0.5956921474426305,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-1.4727407520661506,943.0,No,0.4351063829787234
6097-EQISJ,Female,0,Yes,Yes,1.369379058123207,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),1.2526063282062914,6615.15,Yes,1.5522727272727272
4423-YLHDV,Female,0,Yes,No,-0.46303730927815856,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1.3174164112127704,2200.25,Yes,4.9714285714285715
8158-WPEZG,Male,0,No,No,-0.8702409464784621,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,-0.9675544640156493,425.1,No,3.2409090909090907
0107-YHINA,Male,0,No,Yes,-1.2774445836787656,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.1628692901973208,99.75,Yes,99.75
4918-FYJNT,Female,1,Yes,No,0.9214550572028734,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,0.8537750481664219,5044.8,No,1.6445454545454545
0727-BNRLG,Male,0,No,No,1.4915401492832983,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),1.0930738161903437,6743.55,No,1.415217391304348
4854-CIDCF,Female,1,No,No,-1.1960038562387048,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,0.3020584441112687,196.4,No,24.616666666666664
8640-SDGKB,Male,0,No,No,-1.1552834925186746,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.32033821111309646,299.7,Yes,18.6
3280-MRDOF,Male,1,No,No,-0.0965540357978854,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),0.14418772909548702,2093.9,No,2.3033333333333332
6435-SRWBJ,Female,0,No,No,-1.1145631287986442,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,0.5978583101408388,417.75,No,16.55
9964-WBQDJ,Female,0,Yes,No,1.5729808767233588,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),-1.341458789053027,1725.4,No,0.3436619718309859
6303-KFWSL,Female,0,No,No,-0.13727439951791576,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,-0.3161300399505289,1620.2,No,1.9051724137931034
1702-CCFNJ,Male,0,Yes,No,0.7992939660427822,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),-0.11339080593026184,3169.55,No,1.1798076923076923
8932-CZHRQ,Male,0,No,No,1.4508197855632678,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),0.39844267012090406,5233.25,No,1.1286764705882353
0386-CWRGM,Female,0,Yes,Yes,0.5549717837226001,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.5076384890696393,967.85,No,0.42173913043478256
5515-RUGKN,Male,0,No,No,-0.9924020376385531,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),-0.3327480099521901,438.05,No,6.84375
0404-AHASP,Male,0,Yes,No,1.6137012404433893,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.4976677070686424,1421.9,No,0.2736111111111111
7279-NMVJC,Female,0,No,No,-0.62591876415828,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),-1.491020519067978,323.15,No,1.1705882352941175
2081-VEYEH,Male,0,No,No,-1.1960038562387048,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.435403998224565,318.6,No,35.983333333333334
6407-UTSLV,Female,1,No,No,-1.2367242199587352,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0.6327560471443273,163.7,No,41.9
4116-TZAQJ,Female,0,No,No,-0.9516816739185228,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.3153528201125979,639.65,Yes,8.25
9060-HJJRW,Female,0,No,No,0.758573602322752,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),-0.2779087089467081,2928.5,No,1.1058823529411765
2587-YNLES,Female,0,Yes,Yes,-1.0738427650786138,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.4843733310673135,100.35,No,3.35
7398-SKNQZ,Female,0,Yes,No,-1.1960038562387048,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,1.001674981181207,273.2,No,31.633333333333336
5935-FCCNB,Female,1,No,No,-0.62591876415828,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.9784098231788811,1608.15,No,5.541176470588235
1958-RNRKS,Male,0,Yes,No,-0.0965540357978854,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,-0.49394231896830415,1441.95,No,1.6633333333333333
5136-RGMZO,Male,0,No,No,-0.055833672077855064,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,0.2089978121019659,2168.15,No,2.291935483870968
8345-MVDYC,Female,0,No,No,0.5142514200025698,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.5612987761371843,3618.7,No,1.8144444444444445
8226-BXGES,Male,0,Yes,No,1.2879383306831464,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),0.8205391081630994,5692.65,No,1.39765625
3877-JRJIP,Male,0,No,No,-1.2774445836787656,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,-0.16324471593524553,59.85,Yes,59.85
8375-DKEBR,Female,1,No,No,-1.2774445836787656,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.16080569909714826,69.6,Yes,69.6
9705-IOVQQ,Male,1,Yes,Yes,1.1657772395230555,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,1.1379423351948288,5969.3,No,1.6229508196721312
1015-OWJKI,Male,0,No,No,-1.2774445836787656,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.5192710680708021,19.05,No,19.05
7511-YMXVQ,Male,0,No,No,-0.9516816739185228,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,-0.6435040489832552,418.8,Yes,5.044444444444444
2040-XBAVJ,Male,0,Yes,Yes,1.6137012404433893,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),1.651437608246161,8100.55,No,1.5895833333333333
7551-JOHTI,Female,0,No,No,-1.2774445836787656,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.504314895069307,19.5,Yes,19.5
8887-IPQNC,Female,0,Yes,No,-1.0331224013585834,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,-0.681725379987076,313.45,No,6.321428571428571
8646-JCOMS,Female,0,Yes,No,1.369379058123207,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),0.8570986421667539,6130.95,No,1.3719696969696968
9804-ICWBG,Male,0,No,No,-1.2774445836787656,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.17077648109814536,69.9,Yes,69.9
1222-KJNZD,Male,0,Yes,Yes,0.3106496014024181,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),-1.4744025490663168,745.3,No,0.51
0106-GHRQR,Male,0,No,No,-0.6666391278783103,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0.22063039110312907,1212.1,No,4.4625
5318-IXUZF,Female,0,No,No,-1.2367242199587352,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0.7440964461554579,183.75,Yes,43.575
3768-VHXQO,Male,0,Yes,No,1.4100994218432374,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.3265026160515319,1583.5,No,0.37089552238805973
8952-WCVCD,Female,0,Yes,No,0.35136996512244845,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),1.3190782082129364,4162.05,No,2.5475609756097564
2418-TPEUN,Female,0,Yes,Yes,0.9621754209229036,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),-1.4943441130683104,1119.9,No,0.3535714285714286
3963-RYFNS,Female,0,No,No,1.6137012404433893,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),1.7179094882528059,8013.55,No,1.6173611111111112
3198-VELRD,Female,0,Yes,Yes,-1.1960038562387048,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0.6643301901474837,264.85,Yes,28.25
8540-ZQGEA,Female,0,Yes,No,0.880734693482843,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-1.4860351280674797,1102.4,No,0.3712962962962963
1320-REHCS,Male,1,No,No,0.7992939660427822,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.5284646302338678,5832.0,No,2.1298076923076925
4137-JOPHL,Female,0,No,No,0.7178532386027215,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),0.82884809316393,4304.5,No,1.794
9436-ZBZCT,Male,0,No,No,-0.748079855318371,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,0.8371570781647607,1178.4,Yes,6.425
